,Spend,Impressions,StartDate,EndDate,OrganizationName,PayingAdvertiserName,Gender,AgeBracket,Regions (Included),Interests,AdvancedDemographics
803,129,50827,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",
811,365,193664,2020/01/04 17:25:43Z,2020/02/01 04:59:59Z,Pete for America,Pete for America,,18+,South Carolina,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers,TV Network Viewers (CNN),TV Network Viewers (MSNBC),TV Viewers (News)",
819,493,184435,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,Pete for America,,17+,New Hampshire,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",
871,544,289795,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,,
873,280,28413,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,,
878,183,106227,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,Pete for America,,17+,New Hampshire,,
902,511,197166,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,Pete for America,,17+,New Hampshire,,
912,6,643,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,,
915,4,445,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",
956,450,216640,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,,
965,1903,776680,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,,
969,441,248354,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,,
995,3,1816,2020/01/04 17:27:46Z,2020/01/31 17:27:46Z,Pete for America,Pete for America,,18+,Nevada,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers,TV Network Viewers (CNN),TV Network Viewers (MSNBC),TV Viewers (News)",
1019,183,89547,2020/01/03 16:24:16Z,2020/02/12 04:59:16Z,Pete for America,Pete for America,,17+,New Hampshire,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",
1020,0,97,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,,
1044,5,519,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,,
1048,2089,784901,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,Pete for America,,18+,Iowa,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",
1055,256,26101,2020/02/07 20:33:41Z,2020/02/11 21:30:00Z,Pete for America,Pete for America,,18+,New Hampshire,,
2,7,4043,2019/05/13 19:11:06Z,2019/05/31 17:14:24Z,Warren for President,Warren for President,,25+,,,College Graduates
11,33,2935,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
15,19,1102,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
23,263,32591,2019/06/13 16:19:10Z,2019/06/22 03:14:03Z,Warren for President,Warren for President,,21-24,,,
67,7,438,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
68,0,23,2019/12/13 22:00:00Z,2019/12/14 03:00:00Z,Warren for President,Warren for President,,18+,,,
82,0,87,2019/12/06 22:00:00Z,2019/12/07 04:59:59Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
89,41,4736,2019/11/05 20:23:36Z,2019/11/12 04:59:59Z,Warren for President,Warren for President,,18+,,,
153,8,453,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
161,717,77469,2019/05/23 18:31:12Z,2019/07/01 03:01:59Z,Warren for President,Warren for President,,24+,,Green Living Enthusiasts,
248,13,1168,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
251,20,1044,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
252,0,84,2019/12/06 21:00:00Z,2019/12/07 04:00:00Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
287,1361,174871,2019/05/23 18:22:12Z,2019/08/01 03:02:39Z,Warren for President,Warren for President,,18-24,,Advocates & Activists,
303,1025,52444,2019/10/15 22:00:00Z,2019/10/17 03:59:59Z,Warren for President,Warren for President,,18+,"Iowa,New Hampshire,Nevada,South Carolina",,
309,27,2291,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
340,10,1577,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
354,10,959,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
375,4,427,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
414,34,1902,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
423,31,1788,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
438,19,1444,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
456,18,1900,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
479,18,1093,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
498,29,2991,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
499,10,1467,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
500,23,2047,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
514,4,476,2019/06/04 17:22:13Z,2019/06/14 17:13:21Z,Warren for President,Warren for President,,21+,,,
517,48,2585,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
541,1371,172707,2019/05/23 18:16:36Z,2019/08/01 03:02:39Z,Warren for President,Warren for President,,25+,,Political News Watchers,
549,0,56,2019/12/08 23:00:00Z,2019/12/10 19:00:00Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
716,286,339904,2019/05/13 17:14:38Z,2019/05/31 17:14:24Z,Warren for President,Warren for President,,18-24,,Political News Watchers,
729,25,1329,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
744,14,809,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
745,16,913,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
763,27,1534,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
765,22,1796,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
775,5795,633672,2019/08/08 14:34:08Z,2019/11/30 15:18:45Z,Warren for President,Warren for President,,18-24,,,
798,8,465,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
801,37,6138,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
834,750,909147,2019/05/10 15:15:55Z,2019/05/17 18:54:55Z,Warren for President,Warren for President,,18-24,,Political News Watchers,
839,50,2853,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
848,359,357559,2019/05/10 15:15:21Z,2019/05/17 19:26:21Z,Warren for President,Warren for President,,25+,,Advocates & Activists,
853,46,7172,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
873,27,2726,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
911,6,344,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
928,24,2526,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
940,29,1631,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
960,747,89281,2019/05/23 18:25:36Z,2019/07/01 03:01:59Z,Warren for President,Warren for President,,25+,,Advocates & Activists,
966,3,393,2019/06/04 18:06:10Z,2019/06/14 18:00:18Z,Warren for President,Warren for President,,21+,,,
1025,20,1119,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
1026,10,1151,2019/06/10 14:27:35Z,2019/06/15 02:24:52Z,Warren for President,Warren for President,,21+,,,
1031,1463,189966,2019/05/23 15:35:26Z,2019/08/01 03:02:39Z,Warren for President,Warren for President,,18-24,,Political News Watchers,
1035,8,537,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
1048,1208,130417,2019/11/18 19:32:41Z,,Warren for President,Warren for President,,18+,,,
1119,499,48249,2019/04/22 23:11:27Z,2019/04/23 23:00:00Z,Warren for President,Warren for President,,18+,,,"HHI: 50k-75k,HHI: <50k"
1141,27,2728,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1154,28,2346,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1213,25,3941,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1217,26,1478,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1225,500,58824,2019/04/22 23:19:43Z,2019/04/23 23:15:40Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
1242,431,64735,2019/11/18 19:23:46Z,,Warren for President,Warren for President,,18+,,,
1272,1091,211621,2019/11/18 19:32:41Z,,Warren for President,Warren for President,,18+,,,
1305,12,674,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
1338,92,6492,2019/12/13 00:41:45Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1358,48,4534,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1400,107,99964,2019/05/13 17:10:20Z,2019/05/31 17:07:09Z,Warren for President,Warren for President,,25+,,Advocates & Activists,
1404,22,1308,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
1406,17,1806,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1413,681,863940,2019/05/10 15:18:33Z,2019/05/17 19:18:33Z,Warren for President,Warren for President,,18-24,,Political News Watchers,
1466,22,1192,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
1502,18,17714,2019/05/14 16:22:57Z,2019/05/31 16:19:52Z,Warren for President,Warren for President,,18-24,,Green Living Enthusiasts,
1521,19,2759,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1556,26,2732,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1567,26,3064,2019/06/10 14:23:45Z,2019/06/15 02:14:51Z,Warren for President,Warren for President,,21+,,,
1631,25,1621,2019/12/13 00:41:45Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1641,5,519,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1664,12,687,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1677,18,2624,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1684,802,114966,2019/11/11 21:59:38Z,,Warren for President,Warren for President,,18+,,,
1700,0,61,2019/12/04 21:00:00Z,2019/12/05 05:01:00Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
1783,53,4926,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1796,794,93657,2019/11/18 19:23:46Z,,Warren for President,Warren for President,,18+,,,
1806,24,1306,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1816,3,442,2019/06/04 17:36:53Z,2019/08/01 03:23:12Z,Warren for President,Warren for President,,21-24,,,
1855,22,1283,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
1942,258,29864,2019/06/13 16:23:08Z,2019/06/22 03:20:11Z,Warren for President,Warren for President,,25+,,,
1973,39,2138,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
2016,807,101146,2019/05/23 18:28:55Z,2019/07/01 03:01:59Z,Warren for President,Warren for President,,18-24,,Green Living Enthusiasts,
2021,16,2378,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2027,668,877902,2019/05/10 15:15:37Z,2019/05/17 19:22:37Z,Warren for President,Warren for President,,18-24,,Advocates & Activists,
2037,55,7666,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2091,14,768,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2093,74,11721,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2113,14,1188,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2115,691,127944,2019/11/18 19:23:46Z,,Warren for President,Warren for President,,18+,,,
2141,26,3866,2019/12/13 16:13:09Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2153,54,9858,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2186,58,3162,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2262,500,60209,2019/04/22 23:24:22Z,2019/04/23 23:21:47Z,Warren for President,Warren for President,,18+,,Political News Watchers,
2287,1,216,2019/06/04 17:43:56Z,2019/08/01 03:28:54Z,Warren for President,Warren for President,,25+,,,
2296,58,11268,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2349,1367,104331,2019/11/05 21:41:23Z,2019/11/12 04:59:59Z,Warren for President,Warren for President,,18+,,,
2387,30,2133,2019/12/13 00:41:45Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2412,5749,614864,2019/08/08 14:43:15Z,2019/11/30 15:18:20Z,Warren for President,Warren for President,,25+,,,
2450,13,742,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2467,26,1420,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
2469,17,1888,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2494,12,1288,2019/12/13 16:55:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2540,229,28027,2019/06/10 14:33:11Z,2019/06/15 02:28:56Z,Warren for President,Warren for President,,21-24,,,
2590,66,3510,2019/12/12 23:18:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2602,23,3676,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2603,30,1886,2019/12/13 00:41:45Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2613,54,4900,2019/12/13 00:09:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2638,6,332,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
2759,11,929,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2799,1936,729112,2019/11/12 21:39:08Z,,Warren for President,Warren for President,,18+,,,
2828,4,425,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2837,14,798,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
2865,11,682,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
2878,18,1009,2019/12/13 15:34:11Z,2019/12/31 15:48:53Z,Warren for President,Warren for President,,18+,,Collegiates,
2909,8,4256,2019/05/14 16:26:46Z,2019/05/31 16:23:47Z,Warren for President,Warren for President,,25+,,Green Living Enthusiasts,
2920,1,1012,2019/05/14 16:26:46Z,2019/05/31 16:23:47Z,Warren for President,Warren for President,,25+,,Green Living Enthusiasts,
2938,5,662,2019/12/09 22:00:00Z,2019/12/11 17:00:00Z,Warren for President,Warren for President,,18+,,Advocates & Activists,
2974,23,1323,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
3011,56,48920,2019/05/14 15:48:15Z,2019/05/31 15:44:20Z,Warren for President,Warren for President,,25+,,Advocates & Activists,
3030,60,5092,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3064,6,541,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3065,239,250255,2019/05/13 17:54:42Z,2019/05/31 17:14:24Z,Warren for President,Warren for President,,25+,,Political News Watchers,
3137,10,1425,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3170,8,503,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3214,54,68801,2019/05/14 15:43:15Z,2019/05/31 15:30:45Z,Warren for President,Warren for President,,18-24,,Advocates & Activists,
3243,61,7102,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3275,54,3712,2019/12/13 00:41:45Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3277,130,90553,2019/05/13 18:06:30Z,2019/05/31 17:14:24Z,Warren for President,Warren for President,,18-24,,,College Graduates
3293,11,1256,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3297,5,294,2019/12/13 23:36:32Z,2019/12/31 23:34:43Z,Warren for President,Warren for President,,18+,,Collegiates,
3312,13,750,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3344,24,1302,2019/12/13 00:29:58Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3369,35,4167,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3405,216,25533,2019/06/10 14:36:20Z,2019/06/15 02:33:38Z,Warren for President,Warren for President,,25+,,,
3450,130,159863,2019/05/13 16:34:35Z,2019/05/31 16:25:36Z,Warren for President,Warren for President,,18-24,,Advocates & Activists,
3506,9,733,2019/12/13 01:00:37Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3513,847,138266,2019/11/11 21:59:37Z,,Warren for President,Warren for President,,18+,,,
3516,15,1236,2019/12/12 23:59:35Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3570,382,41547,2019/11/18 19:23:46Z,,Warren for President,Warren for President,,18+,,,
3583,12,1530,2019/12/13 15:18:16Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3596,18,1094,2019/12/13 16:44:13Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3600,53,7659,2019/12/13 00:18:29Z,2020/01/01 04:59:59Z,Warren for President,Warren for President,,18+,,Collegiates,
3607,9,572,2019/12/13 01:12:13Z,2019/12/31 15:47:13Z,Warren for President,Warren for President,,18+,,Collegiates,
145,250,34537,2020/01/31 22:14:29Z,2020/02/01 19:00:00Z,Warren for President,Warren for President,,18+,,,
175,49,17053,2020/02/03 19:11:56Z,,Warren for President,Warren for President,,18+,,,
237,94,63780,2020/02/03 19:26:04Z,2020/02/26 04:59:59Z,Warren for President,Warren for President,,18+,,,
266,105,38313,2020/02/03 19:26:04Z,2020/02/26 04:59:59Z,Warren for President,Warren for President,,18+,,,
348,93,62018,2020/02/03 18:59:30Z,,Warren for President,Warren for President,,18+,,,
833,106,36905,2020/02/03 18:59:29Z,,Warren for President,Warren for President,,18+,,,
881,78,28945,2020/02/03 19:11:56Z,,Warren for President,Warren for President,,18+,,,
1032,20,6925,2020/02/03 19:11:56Z,,Warren for President,Warren for President,,18+,,,
1059,51,17666,2020/02/03 19:11:56Z,,Warren for President,Warren for President,,18+,,,
1500,691,83285,2019/04/22 18:19:18Z,2019/05/01 03:59:00Z,Authentic Campaigns Inc,Kamala Harris For The People,,21+,,Political News Watchers,
1508,74,8660,2019/04/25 14:00:08Z,2019/05/01 03:59:59Z,Authentic Campaigns Inc,Kamala Harris For The People,,25+,,,
1541,556,139499,2019/04/22 18:19:18Z,2019/05/01 03:59:00Z,Authentic Campaigns Inc,Kamala Harris For The People,,30+,,,
2846,3548,906376,2019/04/22 18:19:18Z,2019/05/01 03:59:00Z,Authentic Campaigns Inc,Kamala Harris For The People,,30+,,,
